Loss ,Eval Acc
0.64658422,0.722222209
1.398525296,0.326388896
0.667958651,0.746527791
1.085837271,0.5
1.400085406,0.364583343
1.259047693,0.440972209
0.719933196,0.673611104
0.677332697,0.739583313
0.521417752,0.802083313
0.930746909,0.590663575
