Loss ,Eval Acc
0.743893523,0.649305582
1.471969651,0.315972209
0.581149474,0.788194418
1.210871336,0.440972209
1.406251927,0.298611104
1.37981691,0.347222209
1.499179166,0.423611104
0.634503717,0.770833313
0.511907301,0.798611104
1.048838112,0.537037028
